num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2024S000171;03/01/2024;12:25:00;AUTOV. M-30, 02NC20;02NC20;5;CHAMARTÍN;Colisión lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;443371;4479655;N;NULL
2024S000172;03/01/2024;11:30:00;CALL. SERRANO, 56;56;4;SALAMANCA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441709;4475584;N;NULL
2024S000173;03/01/2024;8:35:00;CALL. BLAS CABRERA / CALL. OLIVA DE PLASENCIA;1;10;LATINA;Choque contra obstáculo fijo;Nublado;Autobús;Conductor;De 50 a 54 años;Hombre;NULL;NULL;434223;4470119;N;NULL
2024S000174;03/01/2024;13:10:00;PLAZA. ALSACIA, 1;1;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;NULL;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;447167;4474242;N;NULL
2024S000174;03/01/2024;13:10:00;PLAZA. ALSACIA, 1;1;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;NULL;Turismo;Conductor;De 55 a 59 años;Mujer;NULL;NULL;447167;4474242;N;NULL
2024S000176;03/01/2024;13:05:00;CALL. POTOSI, 9;9;5;CHAMARTÍN;Caída;Nublado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442511;4478722;N;NULL
2024S000177;03/01/2024;13:20:00;CALL. ALBERTO AGUILERA / CALL. GAZTAMBIDE;74;7;CHAMBERÍ;Colisión lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439280;4475807;N;NULL
2024S000177;03/01/2024;13:20:00;CALL. ALBERTO AGUILERA / CALL. GAZTAMBIDE;74;7;CHAMBERÍ;Colisión lateral;NULL;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;439280;4475807;N;NULL
2024S000178;03/01/2024;13:15:00;CALL. ALCALA, 45;45;1;CENTRO;Alcance;Nublado;Furgoneta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440968;4474493;N;1
2024S000178;03/01/2024;13:15:00;CALL. ALCALA, 45;45;1;CENTRO;Alcance;Nublado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440968;4474493;N;NULL
2024S000179;03/01/2024;13:00:00;CALL. SANTA VIRGILIA / CALL. ARCOS;3A;16;HORTALEZA;Atropello a persona;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;445322;4480896;N;NULL
2024S000179;03/01/2024;13:00:00;CALL. SANTA VIRGILIA / CALL. ARCOS;3A;16;HORTALEZA;Atropello a persona;Nublado;Turismo;Peatón;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;445322;4480896;N;NULL
2024S000180;03/01/2024;12:40:00;CALL. ALBERTO AGUILERA, 26;26;7;CHAMBERÍ;Alcance;Nublado;Todo terreno;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;439755;4475732;N;NULL
2024S000180;03/01/2024;12:40:00;CALL. ALBERTO AGUILERA, 26;26;7;CHAMBERÍ;Alcance;Nublado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439755;4475732;N;NULL
2024S000180;03/01/2024;12:40:00;CALL. ALBERTO AGUILERA, 26;26;7;CHAMBERÍ;Alcance;Nublado;Turismo;Pasajero;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439755;4475732;N;NULL
2024S000180;03/01/2024;12:40:00;CALL. ALBERTO AGUILERA, 26;26;7;CHAMBERÍ;Alcance;Nublado;Turismo;Pasajero;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439755;4475732;N;NULL
2024S000180;03/01/2024;12:40:00;CALL. ALBERTO AGUILERA, 26;26;7;CHAMBERÍ;Alcance;Nublado;Turismo;Pasajero;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439755;4475732;N;NULL
2024S000180;03/01/2024;12:40:00;CALL. ALBERTO AGUILERA, 26;26;7;CHAMBERÍ;Alcance;Nublado;Turismo;Pasajero;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;439755;4475732;N;NULL
2024S000181;03/01/2024;13:30:00;CALL. GOYA, 89;89;4;SALAMANCA;Colisión múltiple;Nublado;Autobús;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;442622;4475136;N;NULL
2024S000181;03/01/2024;13:30:00;CALL. GOYA, 89;89;4;SALAMANCA;Colisión múltiple;Nublado;Furgoneta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442622;4475136;N;NULL
2024S000181;03/01/2024;13:30:00;CALL. GOYA, 89;89;4;SALAMANCA;Colisión múltiple;Nublado;Turismo;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;442622;4475136;N;NULL
2024S000182;03/01/2024;12:40:00;CALL. JUAN BRAVO / CALL. CASTELLO;28;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;442244;4476003;N;NULL
2024S000182;03/01/2024;12:40:00;CALL. JUAN BRAVO / CALL. CASTELLO;28;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 45 a 49 años;Mujer;NULL;NULL;442244;4476003;N;NULL
2024S000182;03/01/2024;12:40:00;CALL. JUAN BRAVO / CALL. CASTELLO;28;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 10 a 14 años;Hombre;NULL;NULL;442244;4476003;N;NULL
2024S000182;03/01/2024;12:40:00;CALL. JUAN BRAVO / CALL. CASTELLO;28;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;442244;4476003;N;NULL
2024S000182;03/01/2024;12:40:00;CALL. JUAN BRAVO / CALL. CASTELLO;28;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;442244;4476003;N;NULL
2024S000182;03/01/2024;12:40:00;CALL. JUAN BRAVO / CALL. CASTELLO;28;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;Más de 74 años;Mujer;NULL;NULL;442244;4476003;N;NULL
2024S000182;03/01/2024;12:40:00;CALL. JUAN BRAVO / CALL. CASTELLO;28;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;Menor de 5 años;Mujer;NULL;NULL;442244;4476003;N;NULL
2024S000183;03/01/2024;12:40:00;AUTOV. A-42, +00500S;+00500S;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;438900;4469616;N;NULL
2024S000184;03/01/2024;13:55:00;CALL. SERRANO / CALL. JOSE ORTEGA Y GASSET;74;4;SALAMANCA;Caída;Lluvia débil;Otros vehículos con motor;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;441738;4475765;N;NULL
2024S000185;03/01/2024;15:08:00;CALL. BURJASOT / CALL. BENIFERRI;4;17;VILLAVERDE;Colisión fronto-lateral;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;441286;4466297;N;NULL
2024S000185;03/01/2024;15:08:00;CALL. BURJASOT / CALL. BENIFERRI;4;17;VILLAVERDE;Colisión fronto-lateral;NULL;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;441286;4466297;N;NULL
2024S000186;03/01/2024;14:50:00;CALL. ARTEMISA / CALL. AERONAVE;0;21;BARAJAS;Colisión fronto-lateral;Nublado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;450288;4479976;N;NULL
2024S000186;03/01/2024;14:50:00;CALL. ARTEMISA / CALL. AERONAVE;0;21;BARAJAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;450288;4479976;N;NULL
2024S000187;03/01/2024;15:30:00;CALL. JOAQUIN COSTA, 36;36;5;CHAMARTÍN;Colisión lateral;Se desconoce;Autobús;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;442224;4476924;N;NULL
2024S000187;03/01/2024;15:30:00;CALL. JOAQUIN COSTA, 36;36;5;CHAMARTÍN;Colisión lateral;Se desconoce;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;442224;4476924;N;NULL
2024S000193;03/01/2024;17:32:00;CALL. PONZANO / CALL. JOSE ABASCAL;20;7;CHAMBERÍ;Caída;Nublado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;440689;4476667;N;NULL
2024S000194;03/01/2024;17:10:00;CALL. JAVIER DEL QUINTO / GTA. SANDRO PERTINI;2;16;HORTALEZA;Alcance;Nublado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;445513;4480025;N;NULL
2024S000194;03/01/2024;17:10:00;CALL. JAVIER DEL QUINTO / GTA. SANDRO PERTINI;2;16;HORTALEZA;Alcance;Nublado;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;445513;4480025;N;NULL
2024S000195;03/01/2024;16:30:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. SANTO DOMINGO SAVIO;66;15;CIUDAD LINEAL;Alcance;Lluvia débil;Furgoneta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;446281;4475816;N;NULL
2024S000195;03/01/2024;16:30:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. SANTO DOMINGO SAVIO;66;15;CIUDAD LINEAL;Alcance;Lluvia débil;Turismo;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446281;4475816;N;NULL
2024S000195;03/01/2024;16:30:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. SANTO DOMINGO SAVIO;66;15;CIUDAD LINEAL;Alcance;Lluvia débil;Turismo;Pasajero;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446281;4475816;N;NULL
2024S000196;03/01/2024;15:40:00;CALL. SINESIO DELGADO / AVDA. ASTURIAS;1;6;TETUÁN;Alcance;Nublado;Turismo;Conductor;De 70 a 74 años;Hombre;14;Sin asistencia sanitaria;440438;4480516;N;NULL
2024S000196;03/01/2024;15:40:00;CALL. SINESIO DELGADO / AVDA. ASTURIAS;1;6;TETUÁN;Alcance;Nublado;Turismo;Pasajero;De 65 a 69 años;Mujer;1;Atención en urgencias sin posterior ingreso;440438;4480516;N;NULL
2024S000196;03/01/2024;15:40:00;CALL. SINESIO DELGADO / AVDA. ASTURIAS;1;6;TETUÁN;Alcance;Nublado;Vehículo articulado;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440438;4480516;N;NULL
2024S000197;03/01/2024;18:45:00;RONDA. ATOCHA, 34;34;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;440695;4473063;N;NULL
2024S000197;03/01/2024;18:45:00;RONDA. ATOCHA, 34;34;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440695;4473063;N;NULL
2024S000199;03/01/2024;19:20:00;CALL. HACIENDA DE PAVONES, 256;256;14;MORATALAZ;Colisión múltiple;Despejado;Furgoneta;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;445838;4472491;S;NULL
2024S000199;03/01/2024;19:20:00;CALL. HACIENDA DE PAVONES, 256;256;14;MORATALAZ;Colisión múltiple;Despejado;Furgoneta;Pasajero;De 55 a 59 años;Mujer;NULL;NULL;445838;4472491;N;NULL
2024S000199;03/01/2024;19:20:00;CALL. HACIENDA DE PAVONES, 256;256;14;MORATALAZ;Colisión múltiple;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;445838;4472491;N;NULL
2024S000199;03/01/2024;19:20:00;CALL. HACIENDA DE PAVONES, 256;256;14;MORATALAZ;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445838;4472491;N;NULL
2024S000200;03/01/2024;19:05:00;CALL. RETAMA / CALL. ACANTO;5;2;ARGANZUELA;Alcance;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;442617;4471712;N;NULL
2024S000200;03/01/2024;19:05:00;CALL. RETAMA / CALL. ACANTO;5;2;ARGANZUELA;Alcance;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;442617;4471712;N;NULL
2024S000200;03/01/2024;19:05:00;CALL. RETAMA / CALL. ACANTO;5;2;ARGANZUELA;Alcance;Nublado;Turismo;Pasajero;De 40 a 44 años;Mujer;NULL;NULL;442617;4471712;N;NULL
2024S000201;03/01/2024;20:00:00;CTRA. ESTACION DE HORTALEZA / CALL. DOÑA GUIOMAR;11;16;HORTALEZA;Colisión lateral;Despejado;Furgoneta;Conductor;De 65 a 69 años;Hombre;NULL;NULL;444551;4480917;N;NULL
2024S000201;03/01/2024;20:00:00;CTRA. ESTACION DE HORTALEZA / CALL. DOÑA GUIOMAR;11;16;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;444551;4480917;N;NULL
2024S000202;03/01/2024;19:20:00;AUTOV. M-30, 32XC20;32XC20;8;FUENCARRAL-EL PARDO;Alcance;NULL;Furgoneta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442991;4481715;N;NULL
2024S000202;03/01/2024;19:20:00;AUTOV. M-30, 32XC20;32XC20;8;FUENCARRAL-EL PARDO;Alcance;NULL;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;442991;4481715;N;NULL
2024S000202;03/01/2024;19:20:00;AUTOV. M-30, 32XC20;32XC20;8;FUENCARRAL-EL PARDO;Alcance;NULL;Turismo;Pasajero;De 30 a 34 años;Hombre;NULL;NULL;442991;4481715;N;NULL
2024S000202;03/01/2024;19:20:00;AUTOV. M-30, 32XC20;32XC20;8;FUENCARRAL-EL PARDO;Alcance;NULL;Turismo;Pasajero;De 65 a 69 años;Mujer;NULL;NULL;442991;4481715;N;NULL
2024S000203;03/01/2024;19:45:00;CALL. DOMINGO PARRAGA, 86;86;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;438629;4465824;N;NULL
2024S000203;03/01/2024;19:45:00;CALL. DOMINGO PARRAGA, 86;86;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;438629;4465824;N;NULL
2024S000204;02/01/2024;21:40:00;AUTOV. M-30, 08RT07;08RT07;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;443684;4473027;N;NULL
2024S000208;03/01/2024;20:50:00;CALL. APOSTOL SANTIAGO, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;NULL;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;444528;4475119;N;NULL
2024S000208;03/01/2024;20:50:00;CALL. APOSTOL SANTIAGO, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;NULL;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;444528;4475119;N;NULL
2024S000208;03/01/2024;20:50:00;CALL. APOSTOL SANTIAGO, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;444528;4475119;N;NULL
2024S000208;03/01/2024;20:50:00;CALL. APOSTOL SANTIAGO, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;444528;4475119;N;NULL
2024S000209;03/01/2024;7:00:00;CALL. SESEÑA, 15;15;10;LATINA;Otro;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;435572;4472217;N;NULL
2024S000209;03/01/2024;7:00:00;CALL. SESEÑA, 15;15;10;LATINA;Otro;Despejado;Vehículo articulado;Conductor;De 45 a 49 años;Hombre;NULL;NULL;435572;4472217;N;NULL
2024S000210;03/01/2024;21:25:00;CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO BELINCOSO;70;14;MORATALAZ;Colisión fronto-lateral;Nublado;Furgoneta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;444635;4473514;N;NULL
2024S000210;03/01/2024;21:25:00;CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO BELINCOSO;70;14;MORATALAZ;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 70 a 74 años;Hombre;NULL;NULL;444635;4473514;N;NULL
2024S000211;03/01/2024;21:11:00;CALL. ABTAO / CALL. GRANADA;5;3;RETIRO;Caída;Lluvia débil;Motocicleta > 125cc;Conductor;De 55 a 59 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442579;4472778;N;NULL
2024S000211;03/01/2024;21:11:00;CALL. ABTAO / CALL. GRANADA;5;3;RETIRO;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442579;4472778;N;NULL
2024S000212;03/01/2024;22:20:00;AVDA. AMERICA, 32;32;4;SALAMANCA;Alcance;NULL;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;443003;4476718;N;NULL
2024S000212;03/01/2024;22:20:00;AVDA. AMERICA, 32;32;4;SALAMANCA;Alcance;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443003;4476718;N;NULL
2024S000213;03/01/2024;23:55:00;CALL. VILLARDONDIEGO / CALL. VILLACARLOS;34;19;VICÁLVARO;Caída;Nublado;Ciclomotor;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;448385;4473009;N;NULL
2024S000214;03/01/2024;23:25:00;CALL. AMOR HERMOSO / CALL. ANTONIO VELASCO ZAZO;100;12;USERA;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;440311;4470318;N;NULL
2024S000214;03/01/2024;23:25:00;CALL. AMOR HERMOSO / CALL. ANTONIO VELASCO ZAZO;100;12;USERA;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440311;4470318;N;NULL
2024S000215;04/01/2024;0:15:00;CALL. TOLEDO / CALL. CALATRAVA;105;1;CENTRO;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439743;4473412;N;NULL
2024S000215;04/01/2024;0:15:00;CALL. TOLEDO / CALL. CALATRAVA;105;1;CENTRO;Colisión fronto-lateral;Nublado;VMU eléctrico;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439743;4473412;N;NULL
2024S000219;04/01/2024;3:20:00;CALL. GONZALEZ DAVILA / CTRA. VILLAVERDE A VALLECAS;1;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445873;4469403;N;NULL
2024S000220;04/01/2024;6:15:00;PLAZA. LEGAZPI / CALL. MAESTRO ARBOS;2;2;ARGANZUELA;Colisión lateral;Lluvia débil;Camión rígido;Conductor;De 30 a 34 años;Hombre;NULL;NULL;441020;4471362;N;NULL
2024S000220;04/01/2024;6:15:00;PLAZA. LEGAZPI / CALL. MAESTRO ARBOS;2;2;ARGANZUELA;Colisión lateral;Lluvia débil;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441020;4471362;N;NULL
2024S000223;04/01/2024;8:40:00;AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC;61;13;PUENTE DE VALLECAS;Caída;Nublado;Ciclomotor;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443622;4471898;N;NULL
2024S000223;04/01/2024;8:40:00;AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC;61;13;PUENTE DE VALLECAS;Caída;Nublado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;443622;4471898;N;NULL
2024S000223;04/01/2024;8:40:00;AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC;61;13;PUENTE DE VALLECAS;Caída;Nublado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;443622;4471898;N;NULL
2024S000224;04/01/2024;8:20:00;CALL. VIA / CALL. PORTALEGRE;1;11;CARABANCHEL;Colisión múltiple;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;438616;4470987;N;NULL
2024S000224;04/01/2024;8:20:00;CALL. VIA / CALL. PORTALEGRE;1;11;CARABANCHEL;Colisión múltiple;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438616;4470987;N;NULL
2024S000224;04/01/2024;8:20:00;CALL. VIA / CALL. PORTALEGRE;1;11;CARABANCHEL;Colisión múltiple;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438616;4470987;NULL;NULL
2024S000226;03/01/2024;14:00:00;CALL. YECORA, 2A;2A;20;SAN BLAS-CANILLEJAS;Otro;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;451355;4477763;N;NULL
2024S000227;04/01/2024;9:25:00;AVDA. ARCENTALES, 7;7;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Furgoneta;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;446943;4475242;N;NULL
2024S000227;04/01/2024;9:25:00;AVDA. ARCENTALES, 7;7;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;446943;4475242;N;NULL
2024S000229;04/01/2024;8:00:00;AUTOVIA A-6 KM 4,9;+00600E;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;437889;4477306;N;NULL
2024S000230;04/01/2024;10:30:00;PLAZA. INDEPENDENCIA / CALL. ALFONSO XII;8;3;RETIRO;Colisión lateral;Nublado;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;441561;4474534;N;NULL
2024S000230;04/01/2024;10:30:00;PLAZA. INDEPENDENCIA / CALL. ALFONSO XII;8;3;RETIRO;Colisión lateral;Nublado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441561;4474534;N;NULL
2024S000232;04/01/2024;10:40:00;CALL. EMILIO FERRARI, 52;52;15;CIUDAD LINEAL;Alcance;Nublado;Todo terreno;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;445595;4475853;N;NULL
2024S000232;04/01/2024;10:40:00;CALL. EMILIO FERRARI, 52;52;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;445595;4475853;N;NULL
2024S000232;04/01/2024;10:40:00;CALL. EMILIO FERRARI, 52;52;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Pasajero;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;445595;4475853;N;NULL
2024S000233;04/01/2024;12:15:00;CALLE SAN MODESTO CON PARKING HOSPITAL H. RAMON Y CAJAL;50;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;Más de 74 años;Mujer;14;Sin asistencia sanitaria;441036;4482081;N;NULL
2024S000234;04/01/2024;12:00:00;CALL. REAL, 2;2;11;CARABANCHEL;Colisión lateral;Nublado;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;436952;4468356;N;NULL
2024S000234;04/01/2024;12:00:00;CALL. REAL, 2;2;11;CARABANCHEL;Colisión lateral;Nublado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;436952;4468356;N;NULL
2024S000235;04/01/2024;11:05:00;CALL. ARTURO SORIA / CALL. HERNANDEZ DE TEJADA;93;15;CIUDAD LINEAL;Caída;Nublado;Ciclomotor;Conductor;De 70 a 74 años;Hombre;1;Atención en urgencias sin posterior ingreso;444883;4477639;N;NULL
2024S000235;04/01/2024;11:05:00;CALL. ARTURO SORIA / CALL. HERNANDEZ DE TEJADA;93;15;CIUDAD LINEAL;Caída;Nublado;Turismo;Conductor;De 65 a 69 años;Mujer;14;Sin asistencia sanitaria;444883;4477639;N;NULL
2024S000236;04/01/2024;12:35:00;CALL. ORENSE, 4;4;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441028;4477667;N;NULL
2024S000236;04/01/2024;12:35:00;CALL. ORENSE, 4;4;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;441028;4477667;N;NULL
2024S000237;04/01/2024;11:30:00;CALL. TOLEDO, 111;111;1;CENTRO;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;439672;4473286;N;NULL
2024S000237;04/01/2024;11:30:00;CALL. TOLEDO, 111;111;1;CENTRO;Caída;Lluvia débil;Sin especificar;Conductor;Desconocido;Desconocido;NULL;NULL;439672;4473286;N;NULL
2024S000238;04/01/2024;13:28:00;CALL. MISTERIOS, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Lluvia débil;Camión rígido;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;445778;4476639;N;NULL
2024S000238;04/01/2024;13:28:00;CALL. MISTERIOS, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445778;4476639;N;NULL
2024S000238;04/01/2024;13:28:00;CALL. MISTERIOS, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Lluvia débil;Turismo;Pasajero;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;445778;4476639;N;NULL
2024S000239;03/01/2024;21:40:00;CMNO. GANAPANES / CALL. LA BAÑEZA;35;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Ciclomotor;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;439330;4480779;N;NULL
2024S000239;03/01/2024;21:40:00;CMNO. GANAPANES / CALL. LA BAÑEZA;35;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Todo terreno;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;439330;4480779;N;NULL
2024S000240;04/01/2024;14:49:00;AVDA. REAL DE PINTO, 142;142;17;VILLAVERDE;Colisión fronto-lateral;NULL;Furgoneta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;439495;4465170;N;NULL
2024S000240;04/01/2024;14:49:00;AVDA. REAL DE PINTO, 142;142;17;VILLAVERDE;Colisión fronto-lateral;NULL;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;439495;4465170;N;NULL
2024S000241;04/01/2024;13:50:00;AUTOV. A-42, +00600S;+00600S;11;CARABANCHEL;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438969;4470251;N;NULL
